관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
경기도 시흥시청,,경기도 시흥시 정왕3동 정왕동 1942-3번지,기타,3,200,360도 전방면,30,2017-09,031-310-3702,37.3549172,126.7163392,2017-01-01
경기도 시흥시청,경기도 시흥시 금오로309번길 2,경기도 시흥시 과림동 631-1,생활방범,3,200,360도 전방면,30,2017-09,031-310-3702,37.4311006,126.8353828,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕4동 정왕동 1877-6번지,기타,2,200,360도 전방면,30,2017-09,031-310-3702,37.3633294,126.7341651,2017-01-01
경기도 시흥시청,경기도 시흥시 나분들길 44,경기도 시흥시 광석동 89-2번지,생활방범,3,200,360도 전방면,30,2017-09,031-310-3702,37.3875571,126.8185983,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕4동 정왕동 1875-6번지,기타,2,200,360도 전방면,30,2017-09,031-310-3702,37.3584707,126.7292498,2017-01-01
경기도 시흥시청,경기도 시흥시 승지로 69,경기도 시흥시 능곡동 545번지,생활방범,3,200,360도 전방면,30,2017-09,031-310-3702,37.3702537,126.8104334,2017-01-01
경기도 시흥시청,경기도 시흥시 능곡중앙로 85,경기도 시흥시 능곡동 능곡동 552번지,기타,3,200,360도 전방면,30,2017-09,031-310-3702,37.3715549,126.812767,2017-01-01
경기도 시흥시청,,경기도 시흥시 거모동 525-3번지,생활방범,2,200,360도 전방면,30,2017-09,031-310-3702,37.3567514,126.7723056,2017-01-01
경기도 시흥시청,경기도 시흥시 대야로13번길 17,경기도 시흥시 대야동 475-2,생활방범,3,200,360도 전방면,30,2017-09,031-310-3702,37.4453215,126.7872446,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕2동 1870-2,생활방범,2,200,360도 전방면,30,2017-09,031-310-3702,37.3533321,126.7319209,2017-01-01
경기도 시흥시청,,경기도 시흥시 하중동 880-2,기타,3,130,360도 전방면,30,2017-12,031-310-3702,37.3908603,126.8052991,2017-01-01
경기도 시흥시청,경기도 시흥시 시청로72번길 25-6,경기도 시흥시 장현동 529-1,기타,3,130,360도 전방면,30,2017-12,031-310-3702,37.3825827,126.801527,2017-01-01
경기도 시흥시청,,경기도 시흥시 장곡동 798-2,기타,3,130,360도 전방면,30,2017-12,031-310-3702,37.3811398,126.7806879,2017-01-01
경기도 시흥시청,,경기도 시흥시 능곡동 766,기타,3,130,360도 전방면,30,2017-12,031-310-3702,37.3678894,126.8137471,2017-01-01
경기도 시흥시청,경기도 시흥시 대골길 47-6,경기도 시흥시 대야동 459,기타,2,130,360도 전방면,30,2017-06,031-310-3702,37.446738,126.7883028,2017-01-01
경기도 시흥시청,,경기도 시흥시 대야동 569-2,기타,2,130,360도 전방면,30,2017-06,031-310-3702,37.4474633,126.7958837,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 518-5,기타,2,130,360도 전방면,30,2017-06,031-310-3702,37.4349105,126.775275,2017-01-01
경기도 시흥시청,,경기도 시흥시 미산동 350-16,기타,2,130,360도 전방면,30,2017-06,031-310-3702,37.4202973,126.7954388,2017-01-01
경기도 시흥시청,,경기도 시흥시 은행동 551,기타,2,130,360도 전방면,30,2017-06,031-310-3702,37.4414053,126.7940246,2017-01-01
경기도 시흥시청,경기도 시흥시 군자로465번안길 10,경기도 시흥시 거모동 1722-2,기타,2,130,360도전방면,30,2017-06,031-310-3702,37.3485293,126.7839667,2017-01-01
경기도 시흥시청,,경기도 시흥시 거모동 산 27-1 일원,기타,2,130,360도전방면,30,2017-06,031-310-3702,37.3455875,126.7864355,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕1동 1368,기타,2,130,360도 전방면,30,2017-06,031-310-3702,37.3333599,126.7255835,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕2동 1845-1,기타,2,130,360도 전방면,30,2017-06,031-310-3702,37.348971,126.7353675,2017-01-01
경기도 시흥시청,경기도 시흥시 관곡지로40번길 15,경기도 시흥시 하중동 826-2,기타,2,130,360도 전방면,30,2017-06,031-310-3702,37.3995832,126.8006345,2017-01-01
경기도 시흥시청,,경기도 시흥시 하상동 산 11-3,기타,2,130,360도 전방면,30,2017-06,031-310-3702,37.390501,126.810517,2017-01-01
경기도 시흥시청,,경기도 시흥시 능곡동 495,기타,2,130,360도 전방면,30,2017-06,031-310-3702,37.3736639,126.8131568,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕3동 정왕동 2202-5,교통정보수집,2,130,고정촬영,30,2017-12,031-310-3702,37.334978,126.6914773,2017-01-01
경기도 시흥시청,경기도 시흥시 찬우물1길 26,경기도 시흥시 은행동 350-4번지,생활방범,3,200,360도 전방면,30,2017-09,031-310-3702,37.4257657,126.7950509,2017-01-01
경기도 시흥시청,경기도 시흥시 복지로 29-3,경기도 시흥시 대야동 501,생활방범,3,200,360도 전방면,30,2017-09,031-310-3702,37.4422412,126.7878524,2017-01-01
경기도 시흥시청,,경기도 시흥시 매화동 66-1번지,생활방범,3,200,360도 전방면,30,2017-09,031-310-3702,37.4182168,126.8119374,2017-01-01
경기도 시흥시청,경기도 시흥시 계수로229번길 32-2,경기도 시흥시 계수동 141,생활방범,3,200,360도 전방면,30,2017-09,031-310-3702,37.4541265,126.8206842,2017-01-01
경기도 시흥시청,경기도 시흥시 은행로 179,경기도 시흥시 대야동 대야동 571-1번지,기타,4,200,360도 전방면,30,2017-09,031-310-3702,37.445961,126.7972439,2017-01-01
경기도 시흥시청,경기도 시흥시 새우개2길 48,경기도 시흥시 포동 20-68번지,생활방범,3,200,360도 전방면,30,2017-09,031-310-3702,37.4040739,126.773053,2017-01-01
경기도 시흥시청,경기도 시흥시 군자로466번길 92,경기도 시흥시 거모동 1754-1,생활방범,2,200,360도 전방면,30,2017-09,031-310-3702,37.3428622,126.7841073,2017-01-01
경기도 시흥시청,,경기도 시흥시 대야동 대야동 500번지,기타,3,200,360도 전방면,30,2017-09,031-310-3702,37.4423215,126.787434,2017-01-01
경기도 시흥시청,경기도 시흥시 은행로 179,경기도 시흥시 대야동 대야동 571-1번지,기타,3,200,360도 전방면,30,2017-09,031-310-3702,37.445961,126.7972439,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕본동 정왕동 2246-1번지,기타,3,200,360도 전방면,30,2017-09,031-310-3702,37.3570802,126.7523035,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕본동 정왕동 2322-3번지,기타,2,200,360도 전방면,30,2017-09,031-310-3702,37.351891,126.7438108,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕1동 정왕동 1607번지,기타,3,200,360도 전방면,30,2017-09,031-310-3702,37.3457239,126.7423648,2017-01-01
경기도 시흥시청,경기도 시흥시 역전로 2,경기도 시흥시 정왕1동 정왕동 2160번지,기타,3,200,360도 전방면,30,2017-09,031-310-3702,37.3383381,126.7561348,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕2동 정왕동 1845-1번지,기타,3,200,360도 전방면,30,2017-09,031-310-3702,37.348971,126.7353675,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕2동 정왕동 1845-1번지,기타,2,200,360도 전방면,30,2017-09,031-310-3702,37.348971,126.7353675,2017-01-01
경기도 시흥시청,,경기도 시흥시 장곡동 724-25,기타,3,200,360도 전방면,30,2017-12,031-310-3702,37.3890501,126.7803822,2017-01-01
경기도 시흥시청,경기도 시흥시 복지로91번길 4-2,경기도 시흥시 대야동 443-4,생활방범,3,200,360도 전방면,30,2017-12,031-310-3702,37.4475986,126.7908544,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로369번길 30,경기도 시흥시 정왕본동 1569,생활방범,3,200,360도 전방면,30,2017-12,031-310-3702,37.3430839,126.7464705,2017-01-01
경기도 시흥시청,,경기도 시흥시 거모동 1715-1,기타,2,130,360도 전방면,30,2017-12,031-310-3702,37.3490011,126.7857485,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로3413번길 81,경기도 시흥시 신천동  824-21,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4364611,126.7756884,2017-01-01
경기도 시흥시청,경기도 시흥시 은행로144번길 4,경기도 시흥시 은행동  540-1,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4437675,126.8001089,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕본동 1840,생활방범,4,200,360도 전방면,30,2017-10,031-310-3702,37.3491988,126.7409985,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 산 15-21,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.444154,126.779609,2017-01-01
경기도 시흥시청,경기도 시흥시 신흥마을3길 8,경기도 시흥시 신천동  815-17,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4377962,126.7765544,2017-01-01
경기도 시흥시청,경기도 시흥시 시흥대로1056번길 8-2,경기도 시흥시 은행동  323-37,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.430159,126.7929938,2017-01-01
경기도 시흥시청,경기도 시흥시 신흥마을1길 28,경기도 시흥시 신천동  821-5,기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.4370425,126.7781838,2017-01-01
경기도 시흥시청,경기도 시흥시 호현로21번길 42,경기도 시흥시 신천동 701,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4446536,126.7817206,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로3247번길 120,경기도 시흥시 은행동  318-6,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4299372,126.7949603,2017-01-01
경기도 시흥시청,경기도 시흥시 다솜마을2길 28-8,경기도 시흥시 정왕본동  1807-4,생활방범,4,200,360도 전방면,30,2017-10,031-310-3702,37.3498065,126.7428022,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로3395번길 56,경기도 시흥시 신천동  835-22,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4365432,126.7809988,2017-01-01
경기도 시흥시청,경기도 시흥시 은행로65번길 17-20,경기도 시흥시 은행동  109-103,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4376029,126.7939334,2017-01-01
경기도 시흥시청,경기도 시흥시 봉우재로61번길 14-5,경기도 시흥시 정왕본동  1817-1,생활방범,4,200,360도 전방면,30,2017-10,031-310-3702,37.3488927,126.745198,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 558-5,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4380463,126.775435,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로3381번길 32-1,경기도 시흥시 신천동  840-5,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4382394,126.782248,2017-01-01
경기도 시흥시청,,경기도 시흥시 은행동 538-4,기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.442269,126.7984405,2017-01-01
경기도 시흥시청,,경기도 시흥시 신천동 793,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4404892,126.7856313,2017-01-01
경기도 시흥시청,경기도 시흥시 은행로 60,경기도 시흥시 은행동 107,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4372651,126.7965219,2017-01-01
경기도 시흥시청,,경기도 시흥시 월곶동 520-125,교통정보수집,2,130,고정촬영,30,2017-09,031-310-3702,37.3966583,126.742471,2017-01-01
경기도 시흥시청,,경기도 시흥시 포동 20-33,기타,3,200,시설물관리,30,2017-01,031-310-4365,37.4058256,126.7845455,2017-01-01
경기도 시흥시청,경기도 시흥시 호현로85번길 4-1,경기도 시흥시 대야동 461-28,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.4472407,126.787273,2017-01-01
경기도 시흥시청,경기도 시흥시 문화마을로16번길 51-21,경기도 시흥시 대야동 481,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.4460729,126.7842704,2017-01-01
경기도 시흥시청,,경기도 시흥시 대야동 493-7,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.4435456,126.7867186,2017-01-01
경기도 시흥시청,경기도 시흥시 뱀내장터로25번길 15-1,경기도 시흥시 대야동 491-29,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.442962,126.7878277,2017-01-01
경기도 시흥시청,경기도 시흥시 호현로27번길 19-3,경기도 시흥시 신천동 703-15,어린이보호,1,200,360도 전방면,30,2017-02,031-310-3702,37.4432951,126.7827982,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로3381번길 26,경기도 시흥시 신천동 758-5,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.4389332,126.782246,2017-01-01
경기도 시흥시청,,경기도 시흥시 조남동 177-11,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.382081,126.8582659,2017-01-01
경기도 시흥시청,경기도 시흥시 역전로 193,경기도 시흥시 정왕본동 1162-4,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.3475589,126.7492203,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로423번길 1,경기도 시흥시 정왕본동 1195-1,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.3451153,126.7525803,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로414번길 11,경기도 시흥시 정왕본동 1513-5,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.3439451,126.7531146,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕본동 2349-1,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.3528047,126.7459182,2017-01-01
경기도 시흥시청,경기도 시흥시 큰솔로7번안길 17-2,경기도 시흥시 정왕1동 1412-7,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.340499,126.7511399,2017-01-01
경기도 시흥시청,경기도 시흥시 큰솔로12번안길 10-6,경기도 시흥시 정왕1동 1422,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.3387011,126.7530868,2017-01-01
경기도 시흥시청,경기도 시흥시 옥터로19번길 12,경기도 시흥시 정왕3동 1987-2,어린이보호,1,200,360도 전방면,30,2017-02,031-310-3702,37.3453343,126.6928678,2017-01-01
경기도 시흥시청,,경기도 시흥시 능곡동 712,생활방범,1,200,360도 전방면,30,2017-02,031-310-3702,37.3658852,126.8169355,2017-01-01
경기도 시흥시청,,경기도 시흥시 미산동 산12-6(1),기타,1,41,360도 전방면,30,2017-03,031-310-3702,37.415006,126.7745558,2017-01-01
경기도 시흥시청,경기도 시흥시 큰솔공원로17번길 2,경기도 시흥시 정왕본동 1534-8,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.342339,126.7563023,2017-01-01
경기도 시흥시청,경기도 시흥시 매화로39번길 41,경기도 시흥시 매화동 265-17,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.4136372,126.8160494,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕2동 1873-1,기타,5,200,360도 전방면,30,2017-03,031-310-3702,37.3582802,126.7326142,2017-01-01
경기도 시흥시청,경기도 시흥시 매화1로22번길 8,경기도 시흥시 매화동 243,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.4157394,126.8121809,2017-01-01
경기도 시흥시청,경기도 시흥시 큰솔로42번길 31,경기도 시흥시 정왕본동 1397-8,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.3393638,126.7554431,2017-01-01
경기도 시흥시청,경기도 시흥시 옥구공원로 361,경기도 시흥시 정왕1동 1784-6,기타,4,200,360도 전방면,30,2017-03,031-310-3702,37.3351669,126.7478063,2017-01-01
경기도 시흥시청,경기도 시흥시 매화2로32번길 4,경기도 시흥시 매화동 368-5,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.4173866,126.8111262,2017-01-01
경기도 시흥시청,경기도 시흥시 대골안길 26-1,경기도 시흥시 대야동 458-3,어린이보호,4,200,360도 전방면,30,2017-03,031-310-3702,37.4470456,126.7889687,2017-01-01
경기도 시흥시청,경기도 시흥시 목감초등길 19,경기도 시흥시 조남동 171-56,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.3836645,126.8572128,2017-01-01
경기도 시흥시청,,경기도 시흥시 목감동 175-3,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.3934705,126.867267,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕대로337번길 38,경기도 시흥시 정왕본동 1498,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.3420852,126.7513377,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로2421번길 7,경기도 시흥시 논곡동 175-21,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.3937187,126.8563464,2017-01-01
경기도 시흥시청,경기도 시흥시 평안상가1길 1,경기도 시흥시 정왕1동 1622,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.338781,126.7482793,2017-01-01
경기도 시흥시청,,경기도 시흥시 과림동 307-5,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.4457093,126.8314628,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕신길로139번길 24,경기도 시흥시 정왕본동 1394-1,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.3546665,126.7362841,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕2동 1959,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.3431961,126.7321153,2017-01-01
경기도 시흥시청,경기도 시흥시 금오로 371,경기도 시흥시 과림동 489-3,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.4359628,126.8330669,2017-01-01
경기도 시흥시청,경기도 시흥시 옥구상가1길 23,경기도 시흥시 정왕3동 1853-1,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.3530556,126.7215833,2017-01-01
경기도 시흥시청,경기도 시흥시 오이도중앙로5번길 14-14,경기도 시흥시 정왕3동 1983-7,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.3462232,126.6917018,2017-01-01
경기도 시흥시청,경기도 시흥시 군서로18번길 10-1,경기도 시흥시 정왕본동 1199,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.3450564,126.7503347,2017-01-01
경기도 시흥시청,경기도 시흥시 한우물로21번길 30,경기도 시흥시 거모동  1739-1,기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.3439464,126.7809104,2017-01-01
경기도 시흥시청,경기도 시흥시 시흥대로1073번길 33,경기도 시흥시 신천동  874-1,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4319627,126.7889326,2017-01-01
경기도 시흥시청,경기도 시흥시 삼미시장1길 37,경기도 시흥시 신천동 743-2,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4408798,126.7824662,2017-01-01
경기도 시흥시청,,경기도 시흥시 포동 341-2,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4080745,126.7874644,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕천로447번길 1,경기도 시흥시 정왕본동  1167-4,생활방범,4,200,360도 전방면,30,2017-10,031-310-3702,37.3468308,126.7542787,2017-01-01
경기도 시흥시청,경기도 시흥시 군자로466번길 92,경기도 시흥시 거모동  1754-1,기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.3428622,126.7841073,2017-01-01
경기도 시흥시청,경기도 시흥시 수인로3381번길 14-1,경기도 시흥시 신천동 741-14,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4399065,126.7823787,2017-01-01
경기도 시흥시청,,경기도 시흥시 미산동 325-1,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.416991,126.7950526,2017-01-01
경기도 시흥시청,경기도 시흥시 군자로534번안길 6-6,경기도 시흥시 거모동  1768-5,기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.3421099,126.7866034,2017-01-01
경기도 시흥시청,경기도 시흥시 신천로19번안길 8,경기도 시흥시 신천동  887-5,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4313275,126.7914087,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕대로337번안길 3-17,경기도 시흥시 정왕1동  1413-1,생활방범,4,200,360도 전방면,30,2017-10,031-310-3702,37.3405598,126.7500563,2017-01-01
경기도 시흥시청,,경기도 시흥시 거모동  1735-3,기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.3449148,126.783221,2017-01-01
경기도 시흥시청,경기도 시흥시 신천로104번길 24,경기도 시흥시 신천동 779,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.438522,126.7889365,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕본동  2253-4,기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.3586624,126.754917,2017-01-01
경기도 시흥시청,,경기도 시흥시 매화동  99-3,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4172975,126.8174072,2017-01-01
경기도 시흥시청,,경기도 시흥시 대야동  420-80,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4511801,126.7884145,2017-01-01
경기도 시흥시청,,경기도 시흥시 도창동 206-2,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4040244,126.822432,2017-01-01
경기도 시흥시청,경기도 시흥시 봉우재로37번길 10,경기도 시흥시 정왕1동 1598-7,생활방범,4,200,360도 전방면,30,2017-10,031-310-3702,37.3467267,126.7435802,2017-01-01
경기도 시흥시청,경기도 시흥시 오이도5길 21,경기도 시흥시 정왕3동 2026-10,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.3423586,126.6885579,2017-01-01
경기도 시흥시청,,경기도 시흥시 하상동 379,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.390469,126.8139388,2017-01-01
경기도 시흥시청,경기도 시흥시 오이도로 137,경기도 시흥시 정왕3동 1973-24,생활방범,3,200,360도 전방면,30,2017-03,031-310-3702,37.3481351,126.6889514,2017-01-01
경기도 시흥시청,경기도 시흥시 소래산길 11,경기도 시흥시 대야동332-1,시설물관리,110,0,"ABC타운 외,내부",,2017-05,031-310-2063,37.4491015,126.7849623,2017-01-01
경기도 시흥시청,,경기도 시흥시 과림동 146-6,시설물관리,1,200,360도 전방면,30,2017-05,031-310-6073,37.4503776,126.8386285,2017-01-01
경기도 시흥시청,,경기도 시흥시 물왕동 337-1,시설물관리,1,200,고정형,30,2017-05,031-310-6073,37.3833845,126.8299111,2017-01-01
경기도 시흥시청,,경기도 시흥시 하중동 146-4,시설물관리,1,200,360도 전방면,30,2017-05,031-310-6073,37.4044425,126.797075,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕동 2155,시설물관리,1,200,고정형,30,2017-05,031-310-6073,37.3383326,126.757805,2017-01-01
경기도 시흥시청,,경기도 시흥시 월곶동 산26-6,생활방범,3,200,360도 전방면,30,2017-06,031-310-3702,37.374522,126.773527,2017-01-01
경기도 시흥시청,경기도 시흥시 경기과기대로 140,경기도 시흥시 정왕1동 1285,생활방범,3,200,360도 전방면,30,2017-06,031-310-3702,37.3282567,126.7279716,2017-01-01
경기도 시흥시청,경기도 시흥시 금화로627번길 8,경기도 시흥시 금이동 296-2,생활방범,3,200,360도 전방면,30,2017-06,031-310-3702,37.3983303,126.8348007,2017-01-01
경기도 시흥시청,,경기도 시흥시 거모동 1678-80,생활방범,3,200,360도 전방면,30,2017-12,031-310-3702,37.3392013,126.7875258,2017-01-01
경기도 시흥시청,경기도 시흥시 장곡로54번길 27,경기도 시흥시 장곡동 795-6,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.3818008,126.782436,2017-01-01
경기도 시흥시청,경기도 시흥시 대골안길 26-10,경기도 시흥시 대야동 457-12,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.4474594,126.7886059,2017-01-01
경기도 시흥시청,경기도 시흥시 신천로7번길 12,경기도 시흥시 신천동 885-1,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.4325438,126.7913601,2017-01-01
경기도 시흥시청,경기도 시흥시 문화마을로16번길 36,경기도 시흥시 대야동 483-2,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.444684,126.7835512,2017-01-01
경기도 시흥시청,경기도 시흥시 황고개로 567,경기도 시흥시 장곡동 827,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.3806397,126.7879945,2017-01-01
경기도 시흥시청,경기도 시흥시 포도원로 88,경기도 시흥시 신천동 203,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.434881,126.7829358,2017-01-01
경기도 시흥시청,경기도 시흥시 나분들길 44,경기도 시흥시 광석동  96-1,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.3875571,126.8185983,2017-01-01
경기도 시흥시청,경기도 시흥시 윗대야2길 17,경기도 시흥시 대야동 121-1,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.4547366,126.7870255,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕대로118번길 27,경기도 시흥시 정왕2동 1848-1,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.3491406,126.7272748,2017-01-01
경기도 시흥시청,경기도 시흥시 신천천동로51번길 22,경기도 시흥시 신천동  845-10,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.4357921,126.7840743,2017-01-01
경기도 시흥시청,경기도 시흥시 호현로34번안길 16,경기도 시흥시 대야동 493-2,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.4439057,126.786582,2017-01-01
경기도 시흥시청,경기도 시흥시 하중로231번길 11,경기도 시흥시 하중동  871-6,어린이보호,1,200,360도 전방면,30,2017-03,031-310-3702,37.3915215,126.8073526,2017-01-01
경기도 시흥시청,경기도 시흥시 포도원로 96,경기도 시흥시 신천동 213,어린이보호,1,130,360도 전방면,30,2017-03,031-310-3702,37.4341888,126.7843502,2017-01-01
경기도 시흥시청,,경기도 시흥시 도창동 378-6,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4096904,126.8157994,2017-01-01
경기도 시흥시청,경기도 시흥시 봉우재로23번안길 13-1,경기도 시흥시 정왕1동 1612-11,생활방범,4,200,360도 전방면,30,2017-10,031-310-3702,37.3460008,126.7412466,2017-01-01
경기도 시흥시청,경기도 시흥시 정왕대로298번길 36,경기도 시흥시 정왕1동  1787-4,기타,4,200,360도 전방면,30,2017-10,031-310-3702,37.3392528,126.7415295,2017-01-01
경기도 시흥시청,,경기도 시흥시 산현동  산 69-11,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.375503,126.831329,2017-01-01
경기도 시흥시청,경기도 시흥시 군서마을로 66,경기도 시흥시 정왕본동 1838-9,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.3468654,126.745171,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕1동 1569-10,기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.3423662,126.7479174,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕3동  1866-5,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.3567522,126.726423,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕1동  1800-5,기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.3483318,126.7400535,2017-01-01
경기도 시흥시청,,경기도 시흥시 대야동  332-108,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.4487156,126.7857997,2017-01-01
경기도 시흥시청,경기도 시흥시 오이도어시장로 19,경기도 시흥시 정왕3동  1995-8,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.3447228,126.6899248,2017-01-01
경기도 시흥시청,,경기도 시흥시 정왕4동 1878-6,기타,3,200,360도 전방면,30,2017-10,031-310-3702,37.3657206,126.7357257,2017-01-01
경기도 시흥시청,,경기도 시흥시 거모동  1424-3,생활방범,3,200,360도 전방면,30,2017-10,031-310-3702,37.3489757,126.7866402,2017-01-01
